comprador,departamento,procesos_adjudicados,con_postor_unico,pct_postor_unico,monto_total,supera_minimo
INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,LIMA,4,0,0.0,660231.0,False
JEFATURA DE LA XI RPNP-AREQUIPA,AREQUIPA,4,0,0.0,865367.0,False
MUNICIPALIDAD DISTRITAL DE ANGASMARCA,LA LIBERTAD,4,0,0.0,826784.0,False
MUNICIPALIDAD DISTRITAL DE ANRA,ANCASH,4,0,0.0,1843058.0,False
MUNICIPALIDAD DISTRITAL DE ANTAUTA,PUNO,4,0,0.0,4173963.0,False
MUNICIPALIDAD DISTRITAL DE APARICIO POMARES,HUANUCO,4,0,0.0,2166871.0,False
MUNICIPALIDAD DISTRITAL DE BELLAVISTA - JAEN,CAJAMARCA,4,0,0.0,1286822.0,False
MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNION,PIURA,4,0,0.0,494710.0,False
MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA,ANCASH,4,0,0.0,3747120.0,False
MUNICIPALIDAD DISTRITAL DE CARACOTO,PUNO,4,0,0.0,3059458.0,False
MUNICIPALIDAD DISTRITAL DE CATACAOS,PIURA,4,0,0.0,3183021.0,False
MUNICIPALIDAD DISTRITAL DE CAYARANI,AREQUIPA,4,0,0.0,2666385.0,False
MUNICIPALIDAD DISTRITAL DE CHAPIMARCA,APURIMAC,4,0,0.0,674076.0,False
MUNICIPALIDAD DISTRITAL DE CHIRINOS,CAJAMARCA,4,0,0.0,2165063.0,False
MUNICIPALIDAD DISTRITAL DE COLCABAMBA - TAYACAJA,HUANCAVELICA,4,0,0.0,4151823.0,False
MUNICIPALIDAD DISTRITAL DE COPORAQUE - ESPINAR,CUSCO,4,0,0.0,467855.0,False
MUNICIPALIDAD DISTRITAL DE COVIRIALI,JUNIN,4,0,0.0,785127.0,False
MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,PIURA,4,0,0.0,5069867.0,False
MUNICIPALIDAD DISTRITAL DE CRUCERO,PUNO,4,0,0.0,339372.0,False
MUNICIPALIDAD DISTRITAL DE CUSCA,ANCASH,4,0,0.0,11255571.0,False
MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES,HUANUCO,4,0,0.0,1185201.0,False
MUNICIPALIDAD DISTRITAL DE ELEAZAR GUZMAN BARRON,ANCASH,4,0,0.0,7453135.0,False
MUNICIPALIDAD DISTRITAL DE GAMARRA,APURIMAC,4,0,0.0,2898775.0,False
MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN,HUANUCO,4,0,0.0,3821743.0,False
MUNICIPALIDAD DISTRITAL DE HUANTAR,ANCASH,4,0,0.0,3854311.0,False
MUNICIPALIDAD DISTRITAL DE HUASTA,ANCASH,4,0,0.0,923755.0,False
MUNICIPALIDAD DISTRITAL DE HUAYOPATA,CUSCO,4,0,0.0,831290.0,False
MUNICIPALIDAD DISTRITAL DE ILLIMO,LAMBAYEQUE,4,0,0.0,3422322.0,False
MUNICIPALIDAD DISTRITAL DE INCAHUASI,LAMBAYEQUE,4,0,0.0,2228341.0,False
MUNICIPALIDAD DISTRITAL DE INCLAN,TACNA,4,0,0.0,721660.0,False
MUNICIPALIDAD DISTRITAL DE JOSE SABOGAL,CAJAMARCA,4,0,0.0,6898700.0,False
MUNICIPALIDAD DISTRITAL DE JUAN ESPINOZA MEDRANO,APURIMAC,4,0,0.0,2998322.0,False
MUNICIPALIDAD DISTRITAL DE KELLUYO,PUNO,4,0,0.0,1533943.0,False
MUNICIPALIDAD DISTRITAL DE LARAMATE,AYACUCHO,4,0,0.0,1408485.0,False
MUNICIPALIDAD DISTRITAL DE LARES,CUSCO,4,0,0.0,357223.0,False
MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS,MADRE DE DIOS,4,0,0.0,4969474.0,False
MUNICIPALIDAD DISTRITAL DE LAYO,CUSCO,4,0,0.0,593733.0,False
MUNICIPALIDAD DISTRITAL DE LIMABAMBA,AMAZONAS,4,0,0.0,4043443.0,False
MUNICIPALIDAD DISTRITAL DE LLACANORA,CAJAMARCA,4,0,0.0,817359.0,False
MUNICIPALIDAD DISTRITAL DE MARAS,CUSCO,4,0,0.0,759780.0,False
MUNICIPALIDAD DISTRITAL DE MAÑAZO,PUNO,4,0,0.0,426072.0,False
MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA,LA LIBERTAD,4,0,0.0,4757673.0,False
MUNICIPALIDAD DISTRITAL DE MOLLEPATA - SANTIAGO DE CHUCO,LA LIBERTAD,4,0,0.0,11915183.0,False
MUNICIPALIDAD DISTRITAL DE MORO,ANCASH,4,0,0.0,3068893.0,False
MUNICIPALIDAD DISTRITAL DE MOROCOCHA,JUNIN,4,0,0.0,12270022.0,False
MUNICIPALIDAD DISTRITAL DE MORROPE,LAMBAYEQUE,4,0,0.0,12540529.0,False
MUNICIPALIDAD DISTRITAL DE NAPO,LORETO,4,0,0.0,625544.0,False
MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA,SAN MARTIN,4,0,0.0,879853.0,False
MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,CUSCO,4,0,0.0,336516.0,False
MUNICIPALIDAD DISTRITAL DE OYOLO,AYACUCHO,4,0,0.0,2142377.0,False
MUNICIPALIDAD DISTRITAL DE PACHAMARCA,HUANCAVELICA,4,0,0.0,536516.0,False
MUNICIPALIDAD DISTRITAL DE PICHACANI,PUNO,4,0,0.0,594730.0,False
MUNICIPALIDAD DISTRITAL DE PISAC,CUSCO,4,0,0.0,525704.0,False
MUNICIPALIDAD DISTRITAL DE POMACANCHI,CUSCO,4,0,0.0,472716.0,False
MUNICIPALIDAD DISTRITAL DE PUCARA - LAMPA,PUNO,4,0,0.0,1003141.0,False
MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - FERRENAFE,LAMBAYEQUE,4,0,0.0,448248.0,False
MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA,ANCASH,4,0,0.0,16492603.0,False
MUNICIPALIDAD DISTRITAL DE SALAS - LAMBAYEQUE,LAMBAYEQUE,4,0,0.0,357154.0,False
MUNICIPALIDAD DISTRITAL DE SAMAN,PUNO,4,0,0.0,1014015.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,APURIMAC,4,0,0.0,7041077.0,False
MUNICIPALIDAD DISTRITAL DE SAN BENITO,CAJAMARCA,4,0,0.0,4044792.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE - AZANGARO,PUNO,4,0,0.0,586140.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN - SIHUAS,ANCASH,4,0,0.0,1729984.0,False
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CACHORA,APURIMAC,4,0,0.0,463971.0,False
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PALCO,AYACUCHO,4,0,0.0,6692984.0,False
MUNICIPALIDAD DISTRITAL DE SAN RAFAEL - AMBO,HUANUCO,4,0,0.0,752316.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ANA DE TUSI,PASCO,4,0,0.0,2108771.0,False
MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE TOLEDO,CAJAMARCA,4,0,0.0,379217.0,False
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PISCHA,AYACUCHO,4,0,0.0,4222493.0,False
MUNICIPALIDAD DISTRITAL DE SHAMBOYACU,SAN MARTIN,4,0,0.0,3565071.0,False
MUNICIPALIDAD DISTRITAL DE SICAYA,JUNIN,4,0,0.0,1832262.0,False
MUNICIPALIDAD DISTRITAL DE SIMBAL,LA LIBERTAD,4,0,0.0,621754.0,False
MUNICIPALIDAD DISTRITAL DE SOLOCO,AMAZONAS,4,0,0.0,6043668.0,False
MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA,ICA,4,0,0.0,2666299.0,False
MUNICIPALIDAD DISTRITAL DE TINTA,CUSCO,4,0,0.0,271193.0,False
MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,PASCO,4,0,0.0,3119075.0,False
MUNICIPALIDAD DISTRITAL DE TORRES CAUSANA,LORETO,4,0,0.0,1518768.0,False
MUNICIPALIDAD DISTRITAL DE UMACHIRI,PUNO,4,0,0.0,353916.0,False
MUNICIPALIDAD DISTRITAL DE USICAYOS,PUNO,4,0,0.0,3208416.0,False
MUNICIPALIDAD DISTRITAL DE YANQUE,AREQUIPA,4,0,0.0,653725.0,False
MUNICIPALIDAD DISTRITAL DE YAUTAN,ANCASH,4,0,0.0,2878527.0,False
MUNICIPALIDAD DISTRITAL DE ZAPATERO,SAN MARTIN,4,0,0.0,4376599.0,False
MUNICIPALIDAD PROVINCIAL DE AMBO,HUANUCO,4,0,0.0,6001870.0,False
MUNICIPALIDAD PROVINCIAL DE ANTABAMBA,APURIMAC,4,0,0.0,517390.0,False
MUNICIPALIDAD PROVINCIAL DE BAGUA,AMAZONAS,4,0,0.0,9175680.0,False
MUNICIPALIDAD PROVINCIAL DE CALCA,CUSCO,4,0,0.0,68495660.0,False
MUNICIPALIDAD PROVINCIAL DE CANGALLO,AYACUCHO,4,0,0.0,3325294.0,False
MUNICIPALIDAD PROVINCIAL DE CASTROVIRREYNA,HUANCAVELICA,4,0,0.0,1989125.0,False
MUNICIPALIDAD PROVINCIAL DE LA UNION - COTAHUASI,AREQUIPA,4,0,0.0,627792.0,False
MUNICIPALIDAD PROVINCIAL DE MOHO,PUNO,4,0,0.0,3117878.0,False
MUNICIPALIDAD PROVINCIAL DE PASCO - CHAPIMARCA,PASCO,4,0,0.0,1889208.0,False
MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO,CUSCO,4,0,0.0,254134.0,False
MUNICIPALIDAD PROVINCIAL DE PISCO,ICA,4,0,0.0,2080264.0,False
MUNICIPALIDAD PROVINCIAL DE POMABAMBA,ANCASH,4,0,0.0,2309471.0,False
SEGURO INTEGRAL DE SALUD,LIMA,4,0,0.0,1130685.0,False
SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE JULIACA,PUNO,4,0,0.0,4536088.0,False
UNIDAD EJECUTORA MC-CUSCO,CUSCO,4,0,0.0,859538.0,False
CORTE SUPERIOR DE JUSTICIA DE ICA,ICA,3,0,0.0,6753918.0,False
DIRECCION NACIONAL DE INTELIGENCIA - DINI,LIMA,3,0,0.0,389010.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMAZONAS S.R.LTDA.,AMAZONAS,3,0,0.0,1354281.0,False
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE MOYOBAMBA  SRLTDA.,SAN MARTIN,3,0,0.0,466342.0,False
ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL DE UTCUBAMBA-BAGUA GRANDE,AMAZONAS,3,0,0.0,595693.0,False
FONDO MUNICIPAL DE INVERSIONES DEL CALLAO,CALLAO,3,0,0.0,6916172.0,False
GOBIERNO REGIONAL DE AMAZONAS - DIRECCION REGIONAL DE SALUD AMAZONAS,AMAZONAS,3,0,0.0,398537.0,False
GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 004 GERENCIA SUB REGIONAL UTCUBAMBA,AMAZONAS,3,0,0.0,439956.0,False
GOBIERNO REGIONAL DE ANCASH-SALUD UTES CARAZ,ANCASH,3,0,0.0,320716.0,False
GOBIERNO REGIONAL DE CAJAMARCA-SALUD CHOTA,CAJAMARCA,3,0,0.0,398814.0,False
GOBIERNO REGIONAL DE HUANCAVELICA - SUB REGION HUAYTARA,HUANCAVELICA,3,0,0.0,968352.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 306 EDUCACION UGEL PUERTO INCA,HUANUCO,3,0,0.0,797200.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA EDUCACION UGEL HUACAYBAMBA,HUANUCO,3,0,0.0,235000.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA EDUCACION UGEL HUANUCO,HUANUCO,3,0,0.0,1381760.0,False
GOBIERNO REGIONAL DE JUNIN- SALUD AIS. UTES. JUNIN,JUNIN,3,0,0.0,215500.0,False
GOBIERNO REGIONAL DE JUNIN-RED DE SALUD SAN MARTIN DE PANGOA,JUNIN,3,0,0.0,265002.0,False
GOBIERNO REGIONAL DE JUNIN-SALUD AIS. UTES. CHANCHAMAYO,JUNIN,3,0,0.0,372974.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - GERENCIA  REGIONAL  DE AGRICULTURA,LA LIBERTAD,3,0,0.0,431999.0,False
GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES OTUZCO,LA LIBERTAD,3,0,0.0,241288.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL DOCENTE LAS MERCEDES - CHICLAYO,LAMBAYEQUE,3,0,0.0,246105.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE-HOSPITAL BELEN - LAMBAYEQUE,LAMBAYEQUE,3,0,0.0,795884.0,False
GOBIERNO REGIONAL DE LIMA - HOSPITAL HUACHO-HUAURA-OYON Y SERVICIOS  BASICOS  DE  SALUD,LIMA,3,0,0.0,506523.0,False
GOBIERNO REGIONAL DE LIMA-UNIDAD EJECUTORA LIMA SUR,LIMA,3,0,0.0,15363654.0,False
GOBIERNO REGIONAL DE LORETO - DIRECCIÓN REGIONAL DE EDUCACION DE LORETO,LORETO,3,0,0.0,833950.0,False
GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS,LORETO,3,0,0.0,1254407.0,False
GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS,3,0,0.0,698442.0,False
GOBIERNO REGIONAL DE MADRE DE DIOS - UNIDAD EJECUTORA 1392 SUBREGION MANU,MADRE DE DIOS,3,0,0.0,216706.0,False
GOBIERNO REGIONAL DE MOQUEGUA-AGRICULTURA,MOQUEGUA,3,0,0.0,463072.0,False
GOBIERNO REGIONAL DE PASCO - UNIDAD EJECUTORA PASCO SELVA CENTRAL,PASCO,3,0,0.0,37000722.0,False
GOBIERNO REGIONAL DE SAN MARTIN - EDUCACION MOYOBAMBA,SAN MARTIN,3,0,0.0,265223.0,False
GOBIERNO REGIONAL DE TACNA-TRANSPORTES,TACNA,3,0,0.0,1134632.0,False
GOBIERNO REGIONAL DE UCAYALI-RAYMONDI,UCAYALI,3,0,0.0,5207221.0,False
GOBIERNO REGIONAL HUANCAVELICA RED DE SALUD ANGARAES,HUANCAVELICA,3,0,0.0,320000.0,False
INSTITUTO NACIONAL DE SALUD MENTAL HONORIO DELGADO-HIDEYO NOGUCHI,LIMA,3,0,0.0,2819641.0,False
INSTITUTO VIAL PROVINCIAL DE ANDAHUAYLAS,APURIMAC,3,0,0.0,326031.0,False
JEFATURA DE LA VII RPNP-LIMA,LIMA,3,0,0.0,8283540.0,False
MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE PIURA,PIURA,3,0,0.0,506720.0,False
MUNICIPALIDAD DISTRITAL ALEXANDER VON HUMBOLDT,UCAYALI,3,0,0.0,4170342.0,False
MUNICIPALIDAD DISTRITAL DE ACRAQUIA,HUANCAVELICA,3,0,0.0,1115897.0,False
MUNICIPALIDAD DISTRITAL DE AGALLPAMPA,LA LIBERTAD,3,0,0.0,3582878.0,False
MUNICIPALIDAD DISTRITAL DE ALFONSO UGARTE,ANCASH,3,0,0.0,5255805.0,False
MUNICIPALIDAD DISTRITAL DE ALTO BIAVO,SAN MARTIN,3,0,0.0,1634847.0,False
MUNICIPALIDAD DISTRITAL DE ANCAHUASI,CUSCO,3,0,0.0,639653.0,False
MUNICIPALIDAD DISTRITAL DE ANCO - CHURCAMPA,HUANCAVELICA,3,0,0.0,3228571.0,False
MUNICIPALIDAD DISTRITAL DE APATA,JUNIN,3,0,0.0,12052211.0,False
MUNICIPALIDAD DISTRITAL DE ARAMANGO,AMAZONAS,3,0,0.0,436320.0,False
MUNICIPALIDAD DISTRITAL DE ARENAL,PIURA,3,0,0.0,6659639.0,False
MUNICIPALIDAD DISTRITAL DE ATICO,AREQUIPA,3,0,0.0,1175195.0,False
MUNICIPALIDAD DISTRITAL DE AYNA SAN FRANCISCO,AYACUCHO,3,0,0.0,685803.0,False
MUNICIPALIDAD DISTRITAL DE CABANILLAS,PUNO,3,0,0.0,229502.0,False
MUNICIPALIDAD DISTRITAL DE CAICAY,CUSCO,3,0,0.0,201121.0,False
MUNICIPALIDAD DISTRITAL DE CALLAYUC,CAJAMARCA,3,0,0.0,2149965.0,False
MUNICIPALIDAD DISTRITAL DE CASHAPAMPA,ANCASH,3,0,0.0,804229.0,False
MUNICIPALIDAD DISTRITAL DE CAYLLOMA,AREQUIPA,3,0,0.0,755942.0,False
MUNICIPALIDAD DISTRITAL DE CCAPACMARCA,CUSCO,3,0,0.0,331770.0,False
MUNICIPALIDAD DISTRITAL DE CHACAPALPA,JUNIN,3,0,0.0,4393054.0,False
MUNICIPALIDAD DISTRITAL DE CHIGUATA,AREQUIPA,3,0,0.0,1009186.0,False
MUNICIPALIDAD DISTRITAL DE CHINCHERO,CUSCO,3,0,0.0,220473.0,False
MUNICIPALIDAD DISTRITAL DE CHONTALI,CAJAMARCA,3,0,0.0,393051.0,False
MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,HUANUCO,3,0,0.0,214794.0,False
MUNICIPALIDAD DISTRITAL DE CIRCA,APURIMAC,3,0,0.0,1581723.0,False
MUNICIPALIDAD DISTRITAL DE COCABAMBA,AMAZONAS,3,0,0.0,12512929.0,False
MUNICIPALIDAD DISTRITAL DE COCHABAMBA - CHOTA,CAJAMARCA,3,0,0.0,4411657.0,False
MUNICIPALIDAD DISTRITAL DE COLQUEMARCA,CUSCO,3,0,0.0,6567122.0,False
MUNICIPALIDAD DISTRITAL DE COLQUEPATA,CUSCO,3,0,0.0,402550.0,False
MUNICIPALIDAD DISTRITAL DE COTABAMBAS,APURIMAC,3,0,0.0,861016.0,False
MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO,HUANUCO,3,0,0.0,817392.0,False
MUNICIPALIDAD DISTRITAL DE CUSIPATA,CUSCO,3,0,0.0,2724917.0,False
MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN,LORETO,3,0,0.0,434876.0,False
MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,ICA,3,0,0.0,2190770.0,False
MUNICIPALIDAD DISTRITAL DE GUZMANGO,CAJAMARCA,3,0,0.0,1799431.0,False
MUNICIPALIDAD DISTRITAL DE HUACCANA,APURIMAC,3,0,0.0,356600.0,False
MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - HUANCAVELICA,HUANCAVELICA,3,0,0.0,5522659.0,False
MUNICIPALIDAD DISTRITAL DE HUAMBALPA,AYACUCHO,3,0,0.0,8523490.0,False
MUNICIPALIDAD DISTRITAL DE HUANDO,HUANCAVELICA,3,0,0.0,910542.0,False
MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,HUANCAVELICA,3,0,0.0,14064350.0,False
MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO,PIURA,3,0,0.0,1458537.0,False
MUNICIPALIDAD DISTRITAL DE INAMBARI,MADRE DE DIOS,3,0,0.0,4813624.0,False
MUNICIPALIDAD DISTRITAL DE INDIANA,LORETO,3,0,0.0,1443082.0,False
MUNICIPALIDAD DISTRITAL DE ISLAY,AREQUIPA,3,0,0.0,1679305.0,False
MUNICIPALIDAD DISTRITAL DE JEBEROS,LORETO,3,0,0.0,1052633.0,False
MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ,LAMBAYEQUE,3,0,0.0,1218032.0,False
MUNICIPALIDAD DISTRITAL DE LA LIBERTAD DE PALLAN,CAJAMARCA,3,0,0.0,7403208.0,False
MUNICIPALIDAD DISTRITAL DE LA MERCED - CHURCAMPA,HUANCAVELICA,3,0,0.0,249029.0,False
MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,LAMBAYEQUE,3,0,0.0,247989.0,False
MUNICIPALIDAD DISTRITAL DE LAMBRAMA,APURIMAC,3,0,0.0,1056626.0,False
MUNICIPALIDAD DISTRITAL DE LANGUI,CUSCO,3,0,0.0,453791.0,False
MUNICIPALIDAD DISTRITAL DE LIMATAMBO,CUSCO,3,0,0.0,12519757.0,False
MUNICIPALIDAD DISTRITAL DE LLALLI,PUNO,3,0,0.0,2784247.0,False
MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,CAJAMARCA,3,0,0.0,4229095.0,False
MUNICIPALIDAD DISTRITAL DE LUCRE - QUISPICANCHIS,CUSCO,3,0,0.0,313193.0,False
MUNICIPALIDAD DISTRITAL DE MACHE,LA LIBERTAD,3,0,0.0,2727119.0,False
MUNICIPALIDAD DISTRITAL DE MATO,ANCASH,3,0,0.0,556900.0,False
MUNICIPALIDAD DISTRITAL DE MUÑANI,PUNO,3,0,0.0,2999295.0,False
MUNICIPALIDAD DISTRITAL DE NAMBALLE,CAJAMARCA,3,0,0.0,3985796.0,False
MUNICIPALIDAD DISTRITAL DE NUÑOA,PUNO,3,0,0.0,1656920.0,False
MUNICIPALIDAD DISTRITAL DE OLLACHEA,PUNO,3,0,0.0,3914649.0,False
MUNICIPALIDAD DISTRITAL DE ORCOTUNA,JUNIN,3,0,0.0,402037.0,False
MUNICIPALIDAD DISTRITAL DE OROPESA - ANTABAMBA,APURIMAC,3,0,0.0,275750.0,False
MUNICIPALIDAD DISTRITAL DE OXAMARCA,CAJAMARCA,3,0,0.0,5701210.0,False
MUNICIPALIDAD DISTRITAL DE PACOCHA,MOQUEGUA,3,0,0.0,1525528.0,False
MUNICIPALIDAD DISTRITAL DE PACUCHA,APURIMAC,3,0,0.0,309640.0,False
MUNICIPALIDAD DISTRITAL DE PAIJAN,LA LIBERTAD,3,0,0.0,1874815.0,False
MUNICIPALIDAD DISTRITAL DE PALCA - LAMPA,PUNO,3,0,0.0,4086388.0,False
MUNICIPALIDAD DISTRITAL DE PALCA - TACNA,TACNA,3,0,0.0,5083499.0,False
MUNICIPALIDAD DISTRITAL DE PALCAMAYO,JUNIN,3,0,0.0,4787398.0,False
MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA - SATIPO,JUNIN,3,0,0.0,9953462.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAROMAS,ANCASH,3,0,0.0,3571004.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAS - PALLASCA,ANCASH,3,0,0.0,425303.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAS CHICO,ANCASH,3,0,0.0,3759774.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL,TUMBES,3,0,0.0,922897.0,False
MUNICIPALIDAD DISTRITAL DE PARCONA,ICA,3,0,0.0,5894550.0,False
MUNICIPALIDAD DISTRITAL DE PATAMBUCO,PUNO,3,0,0.0,1209427.0,False
MUNICIPALIDAD DISTRITAL DE PATAZ,LA LIBERTAD,3,0,0.0,5129787.0,False
MUNICIPALIDAD DISTRITAL DE POLVORA,SAN MARTIN,3,0,0.0,7471067.0,False
MUNICIPALIDAD DISTRITAL DE POZUZO,PASCO,3,0,0.0,5704494.0,False
MUNICIPALIDAD DISTRITAL DE PUCAYACU,HUANUCO,3,0,0.0,1402272.0,False
MUNICIPALIDAD DISTRITAL DE PUCUSANA,LIMA,3,0,0.0,2058260.0,False
MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHINCHA,ICA,3,0,0.0,3689778.0,False
MUNICIPALIDAD DISTRITAL DE QUEHUE,CUSCO,3,0,0.0,428289.0,False
MUNICIPALIDAD DISTRITAL DE QUEROCOTO,CAJAMARCA,3,0,0.0,1451261.0,False
MUNICIPALIDAD DISTRITAL DE QUEROPALCA,HUANUCO,3,0,0.0,272304.0,False
MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,PUNO,3,0,0.0,918745.0,False
MUNICIPALIDAD DISTRITAL DE QUILLO,ANCASH,3,0,0.0,972292.0,False
MUNICIPALIDAD DISTRITAL DE QUILMANA,LIMA,3,0,0.0,2941036.0,False
MUNICIPALIDAD DISTRITAL DE SAMUGARI,AYACUCHO,3,0,0.0,1759207.0,False
MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,JUNIN,3,0,0.0,2033281.0,False
MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE,ICA,3,0,0.0,2114354.0,False
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,3,0,0.0,3588904.0,False
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI,HUANUCO,3,0,0.0,2968678.0,False
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHAULAN,HUANUCO,3,0,0.0,1193556.0,False
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO,PUNO,3,0,0.0,371022.0,False
MUNICIPALIDAD DISTRITAL DE SAN RAFAEL - BELLAVISTA,SAN MARTIN,3,0,0.0,1854643.0,False
MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,JUNIN,3,0,0.0,2017418.0,False
MUNICIPALIDAD DISTRITAL DE SANTA LEONOR,LIMA,3,0,0.0,341007.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LA MAR,AYACUCHO,3,0,0.0,955691.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LIMA,LIMA,3,0,0.0,1792030.0,False
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHALLAS,LA LIBERTAD,3,0,0.0,4575341.0,False
MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO,CAJAMARCA,3,0,0.0,601307.0,False
MUNICIPALIDAD DISTRITAL DE SARHUA,AYACUCHO,3,0,0.0,4713929.0,False
MUNICIPALIDAD DISTRITAL DE SHUPLUY,ANCASH,3,0,0.0,2370657.0,False
MUNICIPALIDAD DISTRITAL DE SINSICAP,LA LIBERTAD,3,0,0.0,1390619.0,False
MUNICIPALIDAD DISTRITAL DE SOCABAYA,AREQUIPA,3,0,0.0,4064623.0,False
MUNICIPALIDAD DISTRITAL DE SUCRE,CAJAMARCA,3,0,0.0,3207293.0,False
MUNICIPALIDAD DISTRITAL DE TACABAMBA,CAJAMARCA,3,0,0.0,1421160.0,False
MUNICIPALIDAD DISTRITAL DE TAPAYRIHUA,APURIMAC,3,0,0.0,1341598.0,False
MUNICIPALIDAD DISTRITAL DE TARAY,CUSCO,3,0,0.0,6668166.0,False
MUNICIPALIDAD DISTRITAL DE TARICA,ANCASH,3,0,0.0,2773198.0,False
MUNICIPALIDAD DISTRITAL DE TAURIJA,LA LIBERTAD,3,0,0.0,1366047.0,False
MUNICIPALIDAD DISTRITAL DE VICHAYAL,PIURA,3,0,0.0,2849398.0,False
MUNICIPALIDAD DISTRITAL DE VILCA,HUANCAVELICA,3,0,0.0,2772487.0,False
MUNICIPALIDAD DISTRITAL DE VILLA DE QUEQUEÑA,AREQUIPA,3,0,0.0,343894.0,False
MUNICIPALIDAD DISTRITAL DE VILQUE,PUNO,3,0,0.0,1388253.0,False
MUNICIPALIDAD DISTRITAL DE VIRACO,AREQUIPA,3,0,0.0,7712781.0,False
MUNICIPALIDAD DISTRITAL DE YAULI - HUANCAVELICA,HUANCAVELICA,3,0,0.0,1616979.0,False
MUNICIPALIDAD DISTRITAL DE YAUYA,ANCASH,3,0,0.0,1252088.0,False
